1	abacă
2	abanos
3	abataj
4	abate
5	abdicare
6	abdicație
7	abdicațiune
8	abecedar
9	aberativ
10	aberațiune
11	abietacee
12	abietinee
13	abilita
14	abilitațiune
15	abis
16	abiturient
17	abiturientă
18	abjura
19	ablas
20	ablativ
21	ablațiune
22	ablegat
23	abnega
24	abnegare
25	abnegație
26	abnegațiune
27	aboală
28	aboliție
29	abolițiune
30	abondare
31	abondat
32	abori
33	abortiv
34	abrac
35	abracadabrant
36	abraș
37	abrevia
38	abreviare
39	abreviație
40	abreviațiune
41	abrogație
42	abrutizare
43	abrutizat
44	abscisă
45	absenteist
46	absolutism
47	absolutist
48	absolutiza
49	absolutoriu
50	absolvare
51	absolvat
52	absorbire
53	absorpțiune
54	abstențiune
55	abstractiv
56	abstracție
57	abstracțiune
58	abstrage
59	absurditate
60	abundant
61	abundanță
62	abundare
63	abura
64	aburca
65	abureală
66	aburos
67	abzice
68	abătătură
69	abțigui
70	academie
71	acant
72	acantă
73	acaparator
74	acaret
75	acaț
76	acațiu
77	accentuație
78	accentuațiune
79	acceptabil
80	acceptant
81	acceptantă
82	accesit
83	acefal
84	acelălalt
85	aceracee
86	aceră
87	acestași
88	acetilenă
89	achenă
90	achilimit
91	achilă
92	achingiu
93	achiu
94	achizițiune
95	aci
96	acic
97	aciclic
98	acicular
99	acidifica
100	acidula
101	acie
102	acioa
103	acioaie
104	acioare
105	acioat
106	aciolare
107	aciolat
108	aciotor
109	acirat
110	aciua
111	aciuare
112	aciuia
113	aciuiare
114	aciuiat
115	aciuire
116	aciuit
117	aciuător
118	aclama
119	aclamație
120	aclamațiune
121	aclaz
122	aclimata
123	aclimatare
124	aclimatiza
125	acol
126	acolisire
127	acolisit
128	acolit
129	acomodabil
130	acont
131	aconta
132	aconto
133	acopereală
134	acoperemânt
135	acoperitură
136	acoperământ
137	acordic
138	acordor
139	acos
140	acotiledonat
141	acreală
142	acrid
143	acridă
144	acrime
145	acrire
146	acritor
147	acritură
148	acriu
149	acriță
150	acrobată
151	acromatic
152	acrostih
153	acroșa
154	acroșaj
155	acru
156	acrum
157	acta
158	actinamea
159	actinie
160	actiniu
161	actinomorf
162	activiza
163	actoriță
164	acufunda
165	acufundat
166	aculeat
167	aculma
168	acuminat
169	acupla
170	acurat
171	acurateță
172	acuzațiune
173	acușa
174	acvaforte
175	acvilin
176	acvilă
177	acăstău
178	acătare
179	acăța
180	acățat
181	acățătoare
182	acție
183	adagiu
184	adamant
185	adamantin
186	adamască
187	adaoge
188	adaogere
189	adaptație
190	adaptațiune
191	adat
192	adaus
193	addenda
194	adeatiu
195	adecuat
196	adecva
197	ademană
198	ademeni
199	ademenire
200	ademenitor
201	adenită
202	adet
203	adetoriu
204	adeu
205	adeveri
206	adevericiune
207	adeverire
208	adeveritor
209	adeveritură
210	adevăra
211	adevărare
212	adevărăciune
213	adevărătate
214	adia
215	adiafor
216	adiaforie
217	adiaforisi
218	adiată
219	adiere
220	adimenit
221	adimenitor
222	adiutant
223	adiționa
224	adițiune
225	adjectiva
226	adjectiviza
227	administrațiune
228	admirabil
229	admirare
230	admirator
231	admirațiune
232	admonesta
233	admonestare
234	admonestație
235	admonia
236	admonițiune
237	adnota
238	adnotator
239	adoi
240	adopțiune
241	adorantă
242	adorare
243	adorat
244	adorator
245	adorație
246	adorațiune
247	adormitare
248	adormitat
249	adormitor
250	adresant
251	adresantă
252	adresărui
253	aducător
254	adula
255	adular
256	adulație
257	adulmeca
258	adulmecos
259	adulmăca
260	adulter
261	adulterină
262	adumbri
263	adunată
264	adunător
265	adunătură
266	adupleca
267	adusoare
268	adusătură
269	adventiv
270	adverbializa
271	advocat
272	advocatură
273	advocățesc
274	adânca
275	adâncare
276	adâncat
277	adâncit
278	adâncitură
279	adâncătură
280	adălmaș
281	adămesc
282	adăoga
283	adăogat
284	adăogi
285	adăogire
286	adăogit
287	adăogământ
288	adăogătură
289	adăosătură
290	adăoșag
291	adăpa
292	adăposteală
293	adăposti
294	adăpostire
295	adăpostitură
296	adăpostură
297	adăpăciune
298	adăpătoare
299	adăpătos
300	adăsta
301	adăstare
302	adătiu
303	adăugi
304	adăugire
305	adăugit
306	adăugământ
307	adăugătură
308	adăvăr
309	adăvăsi
310	aed
311	aerarium
312	aerație
313	aeresc
314	aerifer
315	aerofon
316	aeroion
317	aerometru
318	aeromobil
319	aeromodel
320	aeronaut
321	aeronaval
322	aeroplan
323	aeropurtat
324	aeros
325	aerostat
326	aerostatic
327	afabil
328	afabilitate
329	afanisi
330	afanisire
331	afanisit
332	afebril
333	afectație
334	afecție
335	afecționa
336	aferat
337	afereză
338	afierosi
339	afierosire
340	afierosit
341	afif
342	afige
343	afin
344	afinat
345	afinisi
346	afiniș
347	afină
348	afion
349	afipt
350	afirmațiune
351	afix
352	afișar
353	afluent
354	aflător
355	aflătoriu
356	aforisi
357	aforism
358	aforismă
359	aforistic
360	afresco
361	africat
362	africată
363	afronta
364	aftocrator
365	aftos
366	aftă
367	afuma
368	afumegat
369	afumătoare
370	afumător
371	afund
372	afunda
373	afundiș
374	afundător
375	afurca
376	afurisanie
377	afurisenie
378	afurisi
379	afurisit
380	afurisită
381	afânat
382	agabaniu
383	aganbani
384	agarean
385	agaricacee
386	agarinesc
387	agasa
388	agasant
389	agată
390	agavă
391	ageamiu
392	agem
393	agentură
394	ager
395	agerime
396	agesc
397	agest
398	agesti
399	agestru
400	ageu
401	agheazmă
402	aghesmui
403	aghian
404	aghiazmă
405	aghieu
406	aghimant
407	aghioasă
408	aghios
409	aghiotant
410	aghistin
411	aghistină
412	aghiuță
413	aghiău
414	agie
415	agiesc
416	agio
417	agiotagiu
418	agiotaj
419	agita
420	agitator
421	agitațiune
422	agiu
423	aglice
424	aglică
425	aglutinant
